I
1100 Generated by WorldEditor 2.2.0r2

1      3 1 0 SX21 SpaceX-Launch-Site
102 H2  25.99713930 -097.15491645 103.34 85.60 87.60 2 0 0 0.00 1
110 2 0.00 0.0000 Sub-orbital Aprons
111  25.99717494 -097.15711569
111  25.99689695 -097.15734182
111  25.99697078 -097.15782651
111  25.99681675 -097.15788634
111  25.99656246 -097.15727996
111  25.99674657 -097.15708426
111  25.99686460 -097.15691694
111  25.99731894 -097.15634706
111  25.99741191 -097.15618583
111  25.99742740 -097.15619597
111  25.99728340 -097.15680743
111  25.99734628 -097.15681351
111  25.99735996 -097.15679729
111  25.99746568 -097.15642616
111  25.99765435 -097.15693013
113  25.99734264 -097.15704065
110 1 0.25 10.0000 Launch Area roads Asphalt
111  25.99772633 -097.15537408
112  25.99765850 -097.15539535  25.99765127 -097.15540459
111  25.99765850 -097.15539535
112  25.99765850 -097.15539535  25.99764260 -097.15540620
111  25.99749550 -097.15636627
112  25.99794566 -097.15750147  25.99787791 -097.15733815
111  25.99794566 -097.15750147
112  25.99796299 -097.15761499  25.99795622 -097.15765519
111  25.99796299 -097.15761499
111  25.99815800 -097.15760712
111  25.99816103 -097.15767714
111  25.99794804 -097.15768903
112  25.99794804 -097.15768903  25.99792771 -097.15779708
111  25.99783762 -097.15784871
111  25.99742347 -097.15803569
112  25.99742347 -097.15803569  25.99730829 -097.15807840
111  25.99721863 -097.15797035
112  25.99710782 -097.15772448  25.99714170 -097.15773956
111  25.99710782 -097.15772448
112  25.99715591 -097.15772345  25.99718979 -097.15778376
111  25.99715591 -097.15772345
111  25.99725963 -097.15792204
112  25.99741401 -097.15797035  25.99752016 -097.15792010
111  25.99741401 -097.15797035
111  25.99781699 -097.15778701
112  25.99781699 -097.15778701  25.99792991 -097.15762871
111  25.99788196 -097.15750876
111  25.99746466 -097.15642189
111  25.99735853 -097.15679760
111  25.99734647 -097.15681101
111  25.99728617 -097.15680565
111  25.99742848 -097.15619646
111  25.99741160 -097.15618572
111  25.99731994 -097.15634674
111  25.99702083 -097.15672514
111  25.99686646 -097.15691568
111  25.99674585 -097.15708475
111  25.99662407 -097.15721392
111  25.99656253 -097.15728065
111  25.99658826 -097.15734470
111  25.99671819 -097.15765398
111  25.99678686 -097.15781738
112  25.99679115 -097.15785597  25.99678203 -097.15788335
112  25.99674344 -097.15786837  25.99672521 -097.15785925
111  25.99674344 -097.15786837
111  25.99672655 -097.15784690
111  25.99650223 -097.15733432
112  25.99650223 -097.15733432  25.99649129 -097.15728261
112  25.99654082 -097.15721088  25.99658366 -097.15717539
111  25.99654082 -097.15721088
111  25.99662283 -097.15712768
111  25.99721622 -097.15636016
111  25.99719209 -097.15633869
111  25.99723196 -097.15628775
111  25.99726205 -097.15631185
111  25.99739230 -097.15608911
111  25.99748155 -097.15596835
111  25.99753462 -097.15579391
112  25.99760247 -097.15540430  25.99760247 -097.15539104
112  25.99759795 -097.15538623  25.99759253 -097.15537618
111  25.99756839 -097.15537526
111  25.99750567 -097.15536989
111  25.99744778 -097.15536453
111  25.99745019 -097.15531890
112  25.99756983 -097.15531351  25.99759368 -097.15531351
112  25.99764557 -097.15533232  25.99766075 -097.15532790
113  25.99770439 -097.15530645
130 Spacex Launch Site Boundary
111  25.99809399 -097.15778130
111  25.99798695 -097.15788703
111  25.99791546 -097.15791254
111  25.99738027 -097.15820191
111  25.99731524 -097.15818521
111  25.99713018 -097.15801271
111  25.99706015 -097.15799601
111  25.99680006 -097.15800158
111  25.99669502 -097.15796262
111  25.99655497 -097.15787915
111  25.99645494 -097.15770108
111  25.99641992 -097.15757309
111  25.99641992 -097.15735606
111  25.99643493 -097.15713904
111  25.99697512 -097.15662151
111  25.99668502 -097.15559517
111  25.99652362 -097.15564471
111  25.99612982 -097.15418971
111  25.99613982 -097.15400607
111  25.99616983 -097.15395599
111  25.99616983 -097.15385026
111  25.99647995 -097.15366106
111  25.99658998 -097.15375010
111  25.99679006 -097.15363880
111  25.99682007 -097.15314910
111  25.99723521 -097.15317692
111  25.99732525 -097.15356646
111  25.99734025 -097.15363880
111  25.99768843 -097.15528479
111  25.99770637 -097.15539743
111  25.99798548 -097.15678289
111  25.99811279 -097.15746375
111  25.99811734 -097.15759756
112  25.99811734 -097.15759756  25.99811508 -097.15759253
113  25.99809826 -097.15770402
99
